Drug ID	Drug Name	CAS Number	Chemical Name	New Molecular Entity	Drug Interactions	Comparative Efficacy	Highest Development Phase	Indication	Molecular Formula	Mechanism Of Action	Organisation	Pharmacodynamic Characteristics	Route Of Administration	Route Of Elimination	Pharmacokinetic Characteristics	Adverse Events	Therapeutic Class (EphMRA)	Therapeutic Class (WHO)	Synonyms/Brand Names	Antimicrobial Activity	Immunogenicity	Last Significant Update Date	Therapeutic Area	Orphan Designation	License Availability	Brands	On Fastrack	Fastrack country	On PRIME	PRIME country	Biomarkers-Inclusion	Biomarkers-Exclusion	Biomarkers-Outcome Measure	Biomarkers-Safety	Biomarkers-not specified	URL
800018894	Ketoprofen transdermal - IDEA AG	22071-15-4	(+-)-3-Benzoyl-alpha-methylbenzeneacetic acid	No			Discontinued (Registered)	"Musculoskeletal pain, Pain"	C16 H14 O3	Lipoxygenase-cyclooxygenase inhibitors	"IDEA (Originator), IDEA (Owner), Pfizer (Licensee)"		Transdermal				"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2B (Non-Narcotics and Anti-Pyretics)"	"M01A-E (Propionic acid derivatives), N02B (Other Analgesics and Antipyretics)"	"Diractin, IDEA033"			26/03/2015	"Pain, Rheumatic Disease"			Diractin	no		no							https://adis.springer.com/drugs/800018894?userId=52029392&bpIds=3004037004&checksum=f09b05f6bfea6154b79f9af1cdec8c6208d3bce9-1617045530028-e9055aaec0fce079eea14f732b575b8fbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800024115	Fentanyl transdermal patch - Lavipharm	437-38-7	<EM>N</EM>-(1-Phenethylpiperidin-4-yl)-<EM>N</EM>-phenylpropionamide	No			Marketed	Pain	C22 H28 N2 O	Opioid mu receptor agonists	"Lavipharm S.A. (Originator), Lavipharm S.A. (Owner), Pfizer (Licensee)"		Transdermal				N2A (Narcotics)	N02A-B03 (Fentanyl)	"Durfenta, Fentadur, Fentanilo Parke Davis, Fentanyl Pfizer, Lafene, Opiodur, Recorfen"			13/03/2015	Pain			"Durfenta, Fentadur, Fentadur, Fentanilo Parke Davis, Fentanyl Pfizer, Fentanyl Pfizer, Fentanyl Pfizer, Fentanyl Pfizer, Lafene, Lafene, Opiodur, Recorfen"	no		no		"A1AT, acireductone dioxygenase 1, ephrin A5, Norepinephrine"	small proline rich protein 2A	"A1AT, absent in melanoma 2, acireductone dioxygenase 1, ACTH, Adiponectin, ASPA, ATP binding cassette subfamily C member 3, CD3d, CD3e, CD3g, CD4, CD8a, COMT, CRP, CXCL10, ephrin A5, GTP cyclohydrolase 1, HIF, Hydrocortisone, IFN-gamma, IL1 beta, IL10, IL13, IL17, IL4, IL5, IL6, IL8, integrin, alpha M (complement component 3 receptor 3 subunit), MCP1, melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor), MIP-1 alpha, MMP-2, Norepinephrine, OPRM1, Prader Willi/Angelman region RNA 5, Procalcitonin, proteasome 26S subunit, non-ATPase 1, small proline rich protein 2A, TGF-beta, TNF-alpha, VEGF-A, VEGF-C, WDFY family member 4, Xanthine oxidase"	VEGF-A	"BNP, CD27 molecule, CD28 molecule, CD45, CXCL12, HLA-DR, HMGB1, IL12A, IL12B, Insulin, interleukin 33, myelin basic protein, PSA, troponin I, cardiac, vasodilator-stimulated phosphoprotein"	https://adis.springer.com/drugs/800024115?userId=52029392&bpIds=3004037004&checksum=16e50d0a3e117a0203c5671c98d71617e556bda7-1617045530032-1011a80de23815c9ec08b8b34d97f063badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800024249	Fentanyl injection - Daiichi Sankyo Company	990-73-8	<EM>N</EM>-Phenyl-<EM>N</EM>-[1-(2-phenylethyl)-4-piperidinyl]propanamide citrate	No			Marketed	"Pain, Anaesthesia, Sedation"	C22 H28 N2 O . C6 H8 O7	Opioid mu receptor agonists	"Janssen L.P. (Originator), Janssen L.P. (Owner), Daiichi Sankyo Company (Licensee)"		Parenteral				"N1A2 (Injectable general anaesthetics), N2A (Narcotics)"	"N01A-H01 (Fentanyl), N02A-B03 (Fentanyl)"	"CS1401E, Fentanyl citrate injection Daiichi Sankyo"			12/03/2015	Pain				no		no		"A1AT, acireductone dioxygenase 1, ephrin A5, Norepinephrine"	small proline rich protein 2A	"A1AT, absent in melanoma 2, acireductone dioxygenase 1, ACTH, Adiponectin, ASPA, ATP binding cassette subfamily C member 3, CD3d, CD3e, CD3g, CD4, CD8a, COMT, CRP, CXCL10, ephrin A5, GTP cyclohydrolase 1, HIF, Hydrocortisone, IFN-gamma, IL1 beta, IL10, IL13, IL17, IL4, IL5, IL6, IL8, integrin, alpha M (complement component 3 receptor 3 subunit), MCP1, melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor), MIP-1 alpha, MMP-2, Norepinephrine, OPRM1, Prader Willi/Angelman region RNA 5, Procalcitonin, proteasome 26S subunit, non-ATPase 1, small proline rich protein 2A, TGF-beta, TNF-alpha, VEGF-A, VEGF-C, WDFY family member 4, Xanthine oxidase"	VEGF-A	"BNP, CD27 molecule, CD28 molecule, CD45, CXCL12, HLA-DR, HMGB1, IL12A, IL12B, Insulin, interleukin 33, myelin basic protein, PSA, troponin I, cardiac, vasodilator-stimulated phosphoprotein"	https://adis.springer.com/drugs/800024249?userId=52029392&bpIds=3004037004&checksum=d1c9617e77832d5140e322fb7d6f24db6276df64-1617045530035-b0267b8b3cc08e27d83dfc6a2d83fe0abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800000939	Butibufen	55837-18-8	"Benzeneacetic acid, _-ethyl-4-(2-methylpropyl)-"	Yes		³ Indometacin	Marketed	Pain	C14 H20 O2	Cyclooxygenase inhibitors	"Juste (Originator), Juste (Owner), Merck KGaA (Market Licensee)"		"PO, Topical"			"Gastrointestinal disorders, Headache"	"M1A1 (Anti-rheumatics, non-steroidal plain), N2B2 (Nonprescription-bound non-narcotics and anti-pyretics)"	"M01A (Antiinflammatory and Antirheumatic Products, Non-steroids), N02B-A (Salicyclic acid and derivatives)"	"Butilopan, FF 105, Mijal"			05/03/2015	"Pain, Rheumatic Disease"			"Butilopan, Mijal"	no		no							https://adis.springer.com/drugs/800000939?userId=52029392&bpIds=3004037004&checksum=4be29d826af44239cc0174dde5a6c6d8d8e3e780-1617045530037-c998b5aa772943d9b47ebe27fc11bb53badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800026942	Capsaicin topical liquid - NeurogesX	404-86-4	"6-Nonenamide, (E)-N-[(4-hydroxy-3-methoxy-phenyl)-methyl]-8-methyl"	No			Discontinued (II)	Postherpetic neuralgia	C18 H27 N O3	"Substance P inhibitors, TRPV1 receptor agonists"	"NeurogesX (Originator), NeurogesX (Owner), Acorda Therapeutics (Licensee)"		Topical				"N1B3 (Anaesthetics local, topical), N2 (Analgesics)"	"N01B-X04 (Capsaicin), N02 (Analgesics)"	"NGX1998, NP1998"			18/02/2015	Pain		NeurogesX |  | Unspecified | Asia | 03 Aug 2012		no		no				"A1C, carnitine palmitoyltransferase 1A (liver), IL1 beta, IL6, IL8, TNF-alpha"		peroxiredoxin 2	https://adis.springer.com/drugs/800026942?userId=52029392&bpIds=3004037004&checksum=f3d3f1dcd577ed3384b32c8ac7769a0ee3243206-1617045530038-a327af0363150822eda33d299d7c9f14badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800014967	CR 666			Yes			Discontinued (Preclinical)	Pain		Opioid kappa receptor agonists	"Ferring Pharmaceuticals (Originator), Freie Universitat Berlin (Originator), Ferring Pharmaceuticals (Owner), Freie Universitat Berlin (Owner), Cara Therapeutics (Licensee), ALZA Corporation (Sub-licensee)"		unspecified				N2A (Narcotics)	N02A (Opioids)	"CR666, FE 200666"			12/02/2015	Pain				no		no							https://adis.springer.com/drugs/800014967?userId=52029392&bpIds=3004037004&checksum=0a68c890e41d3ff23eb91329b2dd0e3178348906-1617045530040-96d6fc0d7317c98954c79839e12f5990badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800036307	PF 6273340			Yes			Discontinued (I)	Pain		Undefined mechanism	"Pfizer (Originator), Pfizer (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	"PF06273340, PF6273340"			11/02/2015	Pain				no		no							https://adis.springer.com/drugs/800036307?userId=52029392&bpIds=3004037004&checksum=bbb85f0e0258689638b332fc44f58be6e3b16a55-1617045530041-2ba0987144bc2c23b9294500b9dae697badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800029164	SD 254			No			No development reported (I)	"Major depressive disorder, Neuropathic pain"		"Adrenergic receptor antagonists, Serotonin uptake inhibitors"	"Auspex Pharmaceuticals (Originator), Teva Pharmaceutical Industries (Owner)"		PO				"N2 (Analgesics), N6A (Anti-Depressants and Mood Stabilisers)"	"N02 (Analgesics), N06A-X (Other antidepressants)"	"Deuterated venlafaxine, SD254, Venlafaxine deuteriumsubstituted"			15/01/2015	"Affective Disorders, Pain"				no		no							https://adis.springer.com/drugs/800029164?userId=52029392&bpIds=3004037004&checksum=63621630684195b65326bedf14a4affe4e3b1a60-1617045530042-c5c34460a0838bfc281aff9ee6e0dc3ebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800023970	MK 2295			Yes			Discontinued (II)	Pain		TRPV cation channel antagonists	"Merck & Co (Originator), Neurogen Corporation (Originator), Merck & Co (Owner), Neurogen Corporation (Owner)"		PO				N2B (Non-Narcotics and Anti-Pyretics)	N02B (Other Analgesics and Antipyretics)	"MK2295, NGD8243"			30/12/2014	Pain				no		no							https://adis.springer.com/drugs/800023970?userId=52029392&bpIds=3004037004&checksum=487c4c5899ec420d37b966c06cc3d2d2c3200e97-1617045530043-a9345e6f748302af718269f79c2a8530badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800017458	Sumatriptan transmucosal - BDSI			No			Discontinued (Preclinical)	Migraine		Serotonin 1 receptor agonists	"QLT USA (Originator), QLT USA (Owner), BioDelivery Sciences International (Licensee)"		PO				N2C1 (Antimigraine triptans)	N02C-C01 (Sumatriptan)	Transmucosal sumatriptan BDSI			26/11/2014	"Advances in the Treatment of Nausea and Migraine, Drug Delivery Systems"				no		no							https://adis.springer.com/drugs/800017458?userId=52029392&bpIds=3004037004&checksum=110c5f2fb5d0be9c2b130cbc91c49ec74e6ba549-1617045530044-71c9619ef3335cc63787d416e9462b94badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025500	Diclofenac rapid release - Nautilus Neurosciences	15307-81-0	"Benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monopotassium salt"	No			Discontinued (I)	Pain	C14 H10 Cl2 K N O2	Cyclooxygenase inhibitors	"Applied Pharma Research (Originator), Applied Pharma Research (Owner), Kowa Pharmaceuticals America (Licensee), Nautilus Neurosciences (Sub-licensee)"		PO				N2 (Analgesics)	"M02A-A15 (Diclofenac), N02 (Analgesics)"	PRO571			24/11/2014	Pain				no		no							https://adis.springer.com/drugs/800025500?userId=52029392&bpIds=3004037004&checksum=3078d9f970fba40d764bdbffa01bcb5be699e923-1617045530045-1e9958c2c6369f2353040f76c55ec605badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800012893	Crobenetine	221019-25-6	"(2<EM>R</EM>,6<EM>S</EM>)-3-[(2<EM>S</EM>)-2-(Benzyloxy)propyl]-1,2,3,4,5,6-hexahydro-6,11,11-trimethyl-2,6-methano-3-benzazocin-10-ol"	Yes			Discontinued (II)	"Stroke, Pain"	C25 H33 N O2	Sodium channel antagonists	"Boehringer Ingelheim (Originator), Boehringer Ingelheim (Owner)"		IV				"N2B (Non-Narcotics and Anti-Pyretics), N7 (Other CNS Drugs)"	"N02B (Other Analgesics and Antipyretics), N07 (Other Nervous System Drugs)"	"BIII890, BIII890CL"			13/11/2014	"Neurological Disorders, Pain"				no		no							https://adis.springer.com/drugs/800012893?userId=52029392&bpIds=3004037004&checksum=957e38a2d23b06427104515b176d943a48210f3d-1617045530046-4e0cbd5f04cf799a9ce59988ce4cd6b4badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800028842	BI 44370			Yes			Discontinued (II)	Migraine		Calcitonin gene-related peptide receptor antagonists	"Boehringer Ingelheim (Originator), Boehringer Ingelheim (Owner)"		"PO, IV"				N2C (Anti-Migraine Preparations)	N02C (Antimigraine Preparations)	"BI 44370 BS, BI 44370 TA, BI44370"			08/10/2014	Advances in the Treatment of Nausea and Migraine				no		no							https://adis.springer.com/drugs/800028842?userId=52029392&bpIds=3004037004&checksum=7874aa713ce1d85a3398e25a6a67ab4bb4ed40ff-1617045530047-688dca2a5bb5c262556df1847f31c43cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800005313	Dexketoprofen	22161-81-5	"Benzeneacetic acid, 3-benzoyl-alpha-methyl-, (S)-,"	Yes			Marketed	"Pain, Inflammation, Musculoskeletal pain"	C16 H14 O3	"Cyclooxygenase inhibitors, Prostaglandin synthase inhibitors"	"Menarini (Originator), Menarini (Owner), Juste (Licensee), Berlin Chemie (Collaborator), Celltech Group (Collaborator), Istituto Lusofarmaco (Collaborator), Malesci (Collaborator)"		"PO, Topical, IM"	renal	"Route of Elimination (renal), protein binding (%) (99.2 (Adult)), T<sub>_beta</sub> (h) (1 - 3 (Adult)), T<sub>max</sub> (h) (.5 (Adult))"	"Dizziness, Dyspepsia, Gastric ulcer, Headache, Photosensitivity"	"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics)"	"M01A-E (Propionic acid derivatives), M01A-E17 (Dexketoprofen), N02B (Other Analgesics and Antipyretics)"	"Arveles, D 1158, Desketo, Dexketoprofen trometamol, Dexketoprofen tromethamine, Dextroketoprofen, Enangel, Enantyum, Keral, Ketesse, LM 1158, Nosatel, Quiralam, Quirgel, Sketoprofen, Stadium, Sympal, Viaxal"			29/09/2014	"Pain, Rheumatic Disease"			"Arveles, Desketo, Enangel, Enantyum, Keral, Ketesse, Ketesse, Nosatel, Quiralam, Quiralam, Quirgel, Stadium, Sympal, Viaxal"	no		no							https://adis.springer.com/drugs/800005313?userId=52029392&bpIds=3004037004&checksum=4dc2ddd1a1b81c2df0150ec57486719114974ed7-1617045530052-3006ef07da22f86cbe4a5d00e55074dcbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800034965	PF 5180999			Yes			Discontinued (I)	"Schizophrenia, Migraine"		Type 2 cyclic nucleotide phosphodiesterase inhibitors	"Pfizer (Originator), Pfizer (Owner)"		PO				"N2C (Anti-Migraine Preparations), N7X (All other CNS drugs)"	"N02C (Antimigraine Preparations), N07X (Other Nervous System Drugs)"	"modified release PF05180999, MR PF05180999, PF05180999, PF5180999, PF999"			04/09/2014	"Advances in the Treatment of Nausea and Migraine, Psychotic Disorders"				no		no							https://adis.springer.com/drugs/800034965?userId=52029392&bpIds=3004037004&checksum=8da03f6b934937ff38ce94be1fead2c9b131d9cb-1617045530054-3ce80418049a58dedeeb73a3f3b7e8bfbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025845	Fentanyl controlled-release - Onxeo	437-38-7	<EM>N</EM>-(1-Phenethylpiperidin-4-yl)-<EM>N</EM>-phenylpropionamide	No			Discontinued (I/II)	Cancer pain	C22 H28 N2 O	Opioid mu receptor agonists	"BioAlliance Pharma (Originator), Onxeo SA (Owner)"		Buccal		Linear Kinetics (yes)		N2A (Narcotics)	N02A-B03 (Fentanyl)	"BA041, Fentanyl Lauriad"			03/09/2014	"Drug Delivery Systems, Pain"		BioAlliance Pharma | Cancer pain | Phase I |  | 07 Oct 2010	Fentanyl Lauriad	no		no		"A1AT, acireductone dioxygenase 1, ephrin A5, Norepinephrine"	small proline rich protein 2A	"A1AT, absent in melanoma 2, acireductone dioxygenase 1, ACTH, Adiponectin, ASPA, ATP binding cassette subfamily C member 3, CD3d, CD3e, CD3g, CD4, CD8a, COMT, CRP, CXCL10, ephrin A5, GTP cyclohydrolase 1, HIF, Hydrocortisone, IFN-gamma, IL1 beta, IL10, IL13, IL17, IL4, IL5, IL6, IL8, integrin, alpha M (complement component 3 receptor 3 subunit), MCP1, melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor), MIP-1 alpha, MMP-2, Norepinephrine, OPRM1, Prader Willi/Angelman region RNA 5, Procalcitonin, proteasome 26S subunit, non-ATPase 1, small proline rich protein 2A, TGF-beta, TNF-alpha, VEGF-A, VEGF-C, WDFY family member 4, Xanthine oxidase"	VEGF-A	"BNP, CD27 molecule, CD28 molecule, CD45, CXCL12, HLA-DR, HMGB1, IL12A, IL12B, Insulin, interleukin 33, myelin basic protein, PSA, troponin I, cardiac, vasodilator-stimulated phosphoprotein"	https://adis.springer.com/drugs/800025845?userId=52029392&bpIds=3004037004&checksum=f442a1744bd6bdb999f238db1551e7605c2670cc-1617045530056-faa55087e0f81c58fa6b1ecec703f082badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800013643	Morphine intranasal - Hospira	6211-15-0	"9<EM>H</EM>-9,9c-Iminoethanophenanthro[4,5-<EM>bcd</EM>]furan-3,5-diol, 4a,5,7a,8-tetrahydro-12-methyl-, sulfate (2:1) pentahydrate (salt)"	Yes			No development reported (III)	Postoperative pain	C17 H19 N O3 . 1/2 H2 S O4 . 5/2 H2 O	Opioid mu receptor agonists	"Innovative Drug Delivery Systems (Originator), Hospira (Owner), Archimedes Pharma (Technology Provider), West Pharmaceutical Services (Technology Provider)"		Intranasal			"Dizziness, Drowsiness, Nasal congestion, Nausea, Sneezing, Taste disorders, Vomiting"	N2A (Narcotics)	N02A-A01 (Morphine)	"MNS075, Rylomine"			07/08/2014	"Drug Delivery Systems, Pain"			"Rylomine, Rylomine"	no		no		OPRM1	"CYP2D6, UDP glucuronosyltransferase family 2 member B7"	"5-hydroxytryptamine receptor 3B, ACTH, Annexin A5, arrestin, beta 2, BNP, CD3d, CD3e, CD3g, CD4, CD56, CD8a, CKB, CKM, COMT, D-dimer, EH domain containing 2, hyaluronan synthase 3, Hydrocortisone, IL10, IL17, IL6, KRAS, Leptin, LIM homeobox transcription factor 1, beta, MDR1, Morphine-3-glucuronide, natural killer cell triggering receptor, NRAS, OPRM1, Prolactin, purinergic receptor P2Y12, sphingolipid transporter 1 (putative), symplekin, Testosterone, TNF-alpha, troponin I, cardiac, UDP glucuronosyltransferase family 2 member B7, vasodilator-stimulated phosphoprotein"	"ACTH, CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CEA, CRP, Cytokeratin 20, exo/endonuclease G, GM-CSF, HIF, IL1 beta, IL2, IL4, IL5, IL8, Luteinizing hormone, PGE2, Retinoyl b-glucuronide, VEGF-A"	https://adis.springer.com/drugs/800013643?userId=52029392&bpIds=3004037004&checksum=2ef66c78404a7731577acaea4152485a1d11032c-1617045530059-33ac406cd2feabf46f6c7f18f4ec3379badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800008296	Felbinac ethyl	14062-23-8	"(1,1-Biphenyl)-4-acetic acid ethyl ester"	No			Marketed	"Inflammation, Pain"	C16 H16 O2	Cyclooxygenase inhibitors	"Wyeth (Originator), Pfizer (Owner)"		"IV, Rectal"				"M1A (Anti-Rheumatics, Non-Steroidal), N2 (Analgesics)"	"M01A-B (Acetic acid derivatives and related substances), N02 (Analgesics)"	"Daitac, Ethyl 4biphenylylacetate, LM 001"			25/07/2014	"Pain, Rheumatic Disease"			"Daitac, Daitac"	no		no							https://adis.springer.com/drugs/800008296?userId=52029392&bpIds=3004037004&checksum=5a59c57aac90d363ccfab127992d6b87a8956987-1617045530060-192cec20e75b705d0d45e5f896babbb4badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800024644	MK 0759			Yes			Discontinued (II)	Postherpetic neuralgia		Undefined mechanism	"Merck & Co (Originator), Merck & Co (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)	MK0759			22/07/2014	Pain				no		no							https://adis.springer.com/drugs/800024644?userId=52029392&bpIds=3004037004&checksum=c61991fceb679cbcf045926d858343f8b003c4ff-1617045530060-892e6eea2c22384c5af57fd870a35febbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800014677	MH 200	52-26-6	"9<EM>H</EM>-9,9c-Iminoethanophenanthro[4,5-<EM>bcd</EM>]furan-3,5-diol, 4a,5,7a,8-tetrahydro-12-methyl hydrochloride"	No			Marketed	Cancer pain	C17 H19 N O3 . H Cl	Opioid mu receptor agonists	"Daiichi Sankyo Company (Originator), Dainippon Sumitomo Pharma (Originator), Shionogi (Originator), Takeda (Originator), Tanabe Seiyaku (Originator), Sumitomo Dainippon Pharma (Owner)"		unspecified				N2A (Narcotics)	N02A-A (Natural opium alkaloids)	"ANPEC, MH200, Morphine hydrochloride"			15/07/2014	Pain			ANPEC	no		no		OPRM1	"CYP2D6, UDP glucuronosyltransferase family 2 member B7"	"5-hydroxytryptamine receptor 3B, ACTH, Annexin A5, arrestin, beta 2, BNP, CD3d, CD3e, CD3g, CD4, CD56, CD8a, CKB, CKM, COMT, D-dimer, EH domain containing 2, hyaluronan synthase 3, Hydrocortisone, IL10, IL17, IL6, KRAS, Leptin, LIM homeobox transcription factor 1, beta, MDR1, Morphine-3-glucuronide, natural killer cell triggering receptor, NRAS, OPRM1, Prolactin, purinergic receptor P2Y12, sphingolipid transporter 1 (putative), symplekin, Testosterone, TNF-alpha, troponin I, cardiac, UDP glucuronosyltransferase family 2 member B7, vasodilator-stimulated phosphoprotein"	"ACTH, CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CEA, CRP, Cytokeratin 20, exo/endonuclease G, GM-CSF, HIF, IL1 beta, IL2, IL4, IL5, IL8, Luteinizing hormone, PGE2, Retinoyl b-glucuronide, VEGF-A"	https://adis.springer.com/drugs/800014677?userId=52029392&bpIds=3004037004&checksum=9de29044250ba62b90df29f8ab1c22680e9e1981-1617045530062-c3f6580b40658be7cb395638f37ed0a3badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800015106	AN 982	52-26-6	"9<EM>H</EM>-9,9c-Iminoethanophenanthro[4,5-<EM>bcd</EM>]furan-3,5-diol, 4a,5,7a,8-tetrahydro-12-methyl-, hydrochloride"	No			Marketed	Cancer pain	C17 H19 N O3 . H Cl	Opioid mu receptor agonists	"Dainippon Sumitomo Pharma (Originator), Sumitomo Dainippon Pharma (Owner)"		PO				N2 (Analgesics)	N02A-A01 (Morphine)	"Morphinehydrochloride, OPSO"			10/07/2014	Pain			OPSO	no		no		OPRM1	"CYP2D6, UDP glucuronosyltransferase family 2 member B7"	"5-hydroxytryptamine receptor 3B, ACTH, Annexin A5, arrestin, beta 2, BNP, CD3d, CD3e, CD3g, CD4, CD56, CD8a, CKB, CKM, COMT, D-dimer, EH domain containing 2, hyaluronan synthase 3, Hydrocortisone, IL10, IL17, IL6, KRAS, Leptin, LIM homeobox transcription factor 1, beta, MDR1, Morphine-3-glucuronide, natural killer cell triggering receptor, NRAS, OPRM1, Prolactin, purinergic receptor P2Y12, sphingolipid transporter 1 (putative), symplekin, Testosterone, TNF-alpha, troponin I, cardiac, UDP glucuronosyltransferase family 2 member B7, vasodilator-stimulated phosphoprotein"	"ACTH, CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CEA, CRP, Cytokeratin 20, exo/endonuclease G, GM-CSF, HIF, IL1 beta, IL2, IL4, IL5, IL8, Luteinizing hormone, PGE2, Retinoyl b-glucuronide, VEGF-A"	https://adis.springer.com/drugs/800015106?userId=52029392&bpIds=3004037004&checksum=88e9b6c7f0443fc97a2563d6da885bb8cfe1a6a7-1617045530064-c6079d5f0dca6217a69a3c37961d1110badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800034391	Research programme: pain therapeutics - Eli Lilly and Company/RaQualia Pharma			Yes			Discontinued (Research)	Pain		Ion channel modulators	"Eli Lilly and Company (Originator), RaQualia Pharma (Originator), Eli Lilly and Company (Owner), RaQualia Pharma (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)				02/07/2014	Pain				no		no							https://adis.springer.com/drugs/800034391?userId=52029392&bpIds=3004037004&checksum=c8114a0fda081e5b646c744ef7bb1629a9bc6e2b-1617045530065-c6d91ea772a85b6d20909ab45eb44d9cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800026488	Loxapine low dose inhalation - Alexza Pharmaceuticals	1977-10-2	"2-Chloro-11-(4-methylpiperazin-1-yl)dibenzo[b,f][1,4]oxazepine"	No			Suspended (II)	Migraine	C18 H18 Cl N3 O	"Dopamine D2 receptor antagonists, Serotonin 2 receptor antagonists"	"Alexza Pharmaceuticals (Originator), Alexza Pharmaceuticals (Owner)"		Inhalation				N2C (Anti-Migraine Preparations)	N02C (Antimigraine Preparations)	"AZ104, Staccato loxapine low dose"			30/06/2014	"Advances in the Treatment of Nausea and Migraine, Drug Delivery Systems"			Staccato loxapine low dose	no		no							https://adis.springer.com/drugs/800026488?userId=52029392&bpIds=3004037004&checksum=76fd53eaf9bcb6010190112c8b10381347a42e2e-1617045530066-746fc512eb676e6bc1c20f135a4685c2badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027459	PSD 509			No			Discontinued (I)	Pain		Sodium channel antagonists	"Metris Therapeutics (Originator), Metris Therapeutics (Owner), Plethora Solutions (Licensee)"		Vaginal				N2 (Analgesics)	N02 (Analgesics)	"M5004, PSD509"			28/05/2014	"Drug Delivery Systems, Pain"				no		no							https://adis.springer.com/drugs/800027459?userId=52029392&bpIds=3004037004&checksum=405d02ee6868a50b70060c4080303b158820bcdd-1617045530067-1d3f177b9ee800d19465dbe644435bbbbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
